age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_spend,online_spend_ratio,age_group,income_group,tech_adoption_score
65,51613,8.8,1,0.0,9,1,21,3,100349,29811,6,1,1,6,8,5,1,2,2,4,6,Other,Tier 2,Store,130160,0.7709665027658267,Boomer,Low,5.5200000000000005
37,232202,8.8,6,1.8,5,4,28,17,69182,96909,1,6,7,9,10,5,8,2,8,2,4,Other,Tier 3,Store,166091,0.4165306970275331,GenX,High,5.680000000000001
73,222992,10.1,6,1.9,9,6,2,14,26063,125070,8,4,7,8,9,6,9,10,3,7,7,Other,Tier 2,Store,151133,0.17245075529500506,Silent,High,7.42
25,45348,8.0,1,4.5,10,10,4,7,86851,96574,4,8,2,4,5,3,8,4,10,1,3,Male,Tier 3,Store,183425,0.47349597928308573,GenZ,Low,8.1
24,162520,7.0,13,2.3,10,7,49,6,109712,64622,2,8,1,8,8,10,3,2,3,4,4,Female,Tier 3,Store,174334,0.6293207291750318,GenZ,Upper-Mid,6.659999999999999
20,24491,7.7,1,4.2,2,3,10,7,66933,49756,5,0,3,10,1,9,7,3,5,2,10,Male,Tier 2,Store,116689,0.5736016248318179,GenZ,Low,4.92
34,224720,7.4,3,3.5,5,10,47,12,64585,116712,2,9,2,1,10,4,3,6,1,4,8,Other,Tier 1,Store,181297,0.3562386581134823,Millennial,High,6.659999999999999
50,136070,4.4,8,2.9,2,10,40,2,60888,15455,2,1,1,10,9,8,1,1,7,9,1,Other,Tier 2,Online,76343,0.7975583878024181,GenX,Middle,4.74
65,242629,3.0,6,3.0,5,2,25,5,77154,113739,10,3,6,2,2,4,9,2,3,2,2,Other,Tier 3,Store,190893,0.404174066099857,Boomer,High,3.2
29,73759,7.8,4,2.9,7,9,8,6,1459,80060,6,4,4,10,4,1,10,4,7,7,4,Male,Tier 1,Store,81519,0.017897668028312417,Millennial,Lower-Mid,6.9
76,190625,10.2,5,4.0,7,1,43,4,9848,64009,5,6,7,7,9,2,2,6,2,8,5,Male,Tier 3,Store,73857,0.13333874920454392,Silent,Upper-Mid,6.4799999999999995
68,147040,7.8,10,2.2,7,10,10,17,139726,12254,10,4,7,9,8,8,7,3,9,9,3,Female,Tier 3,Online,151980,0.9193709698644559,Silent,Middle,6.960000000000001
39,15368,2.2,14,2.0,5,1,0,14,122150,42856,8,0,3,7,8,2,1,1,10,2,10,Male,Tier 2,Store,165006,0.740276111171715,GenX,Low,2.48
72,220032,5.0,3,3.0,7,10,37,1,79990,138614,10,3,6,10,1,6,9,3,5,4,6,Female,Tier 3,Store,218604,0.36591279208065725,Silent,High,6.0
39,50010,5.6,14,2.8,6,2,44,19,67283,103775,3,4,7,7,3,1,3,7,8,10,2,Male,Tier 2,Store,171058,0.3933344245811362,GenX,Low,4.4
63,200226,2.3,11,2.2,7,5,27,9,136457,19917,8,1,7,2,9,10,9,1,6,8,4,Female,Tier 3,Online,156374,0.872632279023367,Boomer,Upper-Mid,3.7600000000000002
47,50851,3.2,11,5.3,5,1,22,3,22221,112762,8,0,2,6,4,8,9,7,3,3,3,Other,Tier 3,Store,134983,0.1646207300178541,GenX,Low,3.54
55,137761,5.9,6,3.4,2,6,30,11,105504,47758,4,1,6,10,6,10,2,6,6,3,7,Female,Tier 3,Store,153262,0.6883898161318527,Boomer,Middle,4.64
55,171568,6.5,6,1.8,9,8,1,14,96648,44106,8,3,3,8,2,3,4,5,2,4,7,Female,Tier 3,Store,140754,0.6866447845176691,Boomer,Upper-Mid,6.36
62,142152,4.0,6,3.3,2,10,17,10,95838,115400,4,9,6,1,3,3,8,6,3,1,2,Other,Tier 1,Store,211238,0.4536967780418296,Boomer,Middle,4.66
68,177008,3.2,9,1.3,3,2,15,13,83706,11840,10,2,2,7,1,4,5,6,5,3,8,Female,Tier 2,Store,95546,0.8760806313189459,Silent,Upper-Mid,2.54
71,93858,8.4,14,1.0,9,5,41,6,75993,22163,4,7,2,3,3,1,4,3,1,1,4,Male,Tier 1,Online,98156,0.7742063653775623,Silent,Lower-Mid,6.36
25,82005,5.2,10,3.5,2,3,16,13,55134,91207,4,3,5,6,7,4,6,4,2,10,8,Male,Tier 2,Store,146341,0.37675019304227797,GenZ,Lower-Mid,3.78
44,52493,5.5,13,1.4,8,2,47,7,56942,16092,6,3,2,5,5,6,4,4,7,9,5,Female,Tier 1,Online,73034,0.7796642659583208,GenX,Low,4.4799999999999995
44,215867,4.9,11,2.6,3,6,16,13,27422,88979,6,4,1,3,2,8,4,9,9,8,8,Other,Tier 1,Store,116401,0.23558216853807099,GenX,High,4.28
51,182462,4.5,8,1.1,6,1,46,5,27149,112424,1,0,1,8,3,7,7,10,9,1,3,Male,Tier 3,Store,139573,0.1945146984015533,Boomer,Upper-Mid,3.4200000000000004
38,25292,8.6,6,2.1,9,8,34,17,55103,39394,4,0,1,8,1,9,9,6,7,1,1,Other,Tier 3,Store,94497,0.5831190408161105,GenX,Low,7.260000000000001
47,107377,4.2,2,1.9,10,6,30,13,49517,95068,3,9,3,3,2,6,6,3,5,5,4,Other,Tier 1,Store,144585,0.34247674378393334,GenX,Lower-Mid,5.26
50,174437,6.4,4,2.4,10,4,34,7,37104,38735,9,4,5,1,2,7,8,9,9,9,1,Other,Tier 3,Store,75839,0.4892469573702185,GenX,Upper-Mid,5.84
45,163279,6.0,6,5.5,3,5,23,3,70181,115263,10,5,1,7,4,8,6,8,10,3,8,Other,Tier 3,Store,185444,0.37844848040378765,GenX,Upper-Mid,5.1
64,116735,2.1,9,4.2,9,2,40,11,26986,131789,9,2,4,9,10,7,5,4,3,2,2,Male,Tier 2,Store,158775,0.16996378523067235,Boomer,Middle,3.88
50,37912,6.5,11,2.4,7,8,36,4,41750,108484,1,3,3,1,8,5,5,10,4,9,3,Male,Tier 2,Store,150234,0.27789980963031,GenX,Low,6.08
22,248527,2.9,2,2.2,5,6,48,12,100151,62129,2,7,7,3,3,4,4,5,5,8,5,Female,Tier 2,Store,162280,0.6171493714567414,GenZ,High,3.8
77,248589,7.3,6,1.6,8,6,29,18,27557,84349,9,4,5,4,10,1,1,8,6,3,9,Other,Tier 2,Store,111906,0.24625131807052347,Silent,High,6.040000000000001
78,95771,3.6,10,1.2,6,3,17,11,100405,115523,2,8,3,6,3,5,3,8,5,9,5,Male,Tier 1,Store,215928,0.4649929606165018,Silent,Lower-Mid,3.4799999999999995
65,202644,7.0,11,2.3,7,1,26,17,34406,49347,6,1,5,10,2,2,4,10,7,5,1,Female,Tier 2,Store,83753,0.4108031951094289,Boomer,Upper-Mid,4.86
36,122293,5.1,10,4.2,3,8,15,5,12987,58241,2,5,3,8,1,7,2,8,1,6,5,Male,Tier 1,Store,71228,0.18232998259111585,GenX,Middle,5.08
21,114083,4.7,10,0.0,10,7,19,5,30446,36710,5,8,6,6,8,10,5,9,4,4,9,Male,Tier 3,Store,67156,0.45336232056703796,GenZ,Middle,5.279999999999999
52,128655,6.4,7,3.8,6,1,40,16,78492,142092,7,4,7,10,4,2,4,9,2,8,1,Female,Tier 3,Store,220584,0.35583723207485585,Boomer,Middle,4.720000000000001
66,165348,3.1,14,4.0,3,8,46,15,121775,29876,1,4,3,3,2,6,1,6,8,2,3,Male,Tier 1,Store,151651,0.8029950346519311,Silent,Upper-Mid,4.24
34,112459,5.9,14,0.0,7,10,27,11,50963,87619,6,4,1,3,4,7,1,10,8,9,6,Female,Tier 3,Store,138582,0.367746171941522,Millennial,Middle,5.76
61,151606,7.6,8,2.5,10,2,20,4,49378,9044,8,5,1,2,4,7,3,7,5,9,10,Female,Tier 1,Online,58422,0.8451953031392284,Boomer,Middle,5.9399999999999995
45,238077,8.1,13,1.9,6,8,40,13,145990,142537,7,7,1,9,6,7,9,8,9,5,9,Male,Tier 3,Store,288527,0.5059838420667736,GenX,High,6.42
47,247682,5.1,9,2.3,10,5,44,15,138914,130018,10,7,4,9,7,8,3,7,8,7,7,Other,Tier 3,Store,268932,0.5165394969732126,GenX,High,5.5
46,181742,5.4,5,2.8,8,8,32,4,76497,88015,8,0,6,2,4,6,3,10,8,8,1,Other,Tier 1,Store,164512,0.46499343512935226,GenX,Upper-Mid,5.92
63,208219,3.0,9,2.9,8,6,47,7,33340,75941,5,3,2,10,5,2,3,7,1,1,3,Female,Tier 1,Store,109281,0.3050850559566622,Boomer,High,4.58
70,244171,4.5,9,0.7,6,2,8,6,110725,126707,1,8,2,8,8,4,4,6,1,6,7,Other,Tier 1,Store,237432,0.46634404798005324,Silent,High,3.54
23,126695,2.9,13,4.6,2,7,23,12,99427,71285,3,5,5,7,6,10,3,6,10,10,5,Other,Tier 3,Store,170712,0.5824253713857257,GenZ,Middle,3.88
52,182558,6.9,11,1.9,10,6,12,2,59664,27010,5,4,4,6,4,6,2,8,3,2,3,Other,Tier 2,Store,86674,0.688372522325034,Boomer,Upper-Mid,6.34
77,211629,7.7,7,5.9,10,4,29,13,114982,109599,5,4,5,5,8,2,6,9,6,2,3,Male,Tier 2,Store,224581,0.5119845400991179,Silent,High,7.06
58,49268,5.1,2,1.3,6,9,45,16,118417,81501,9,3,7,3,3,10,6,2,9,1,2,Female,Tier 1,Store,199918,0.5923278544203123,Boomer,Low,5.3
54,122338,3.9,8,1.1,1,4,42,6,45282,14099,3,4,5,5,2,8,8,7,1,7,2,Other,Tier 2,Hybrid,59381,0.7625671511089406,Boomer,Middle,2.7800000000000002
41,227407,6.6,12,2.9,6,1,32,8,94254,27321,5,1,4,7,1,1,10,9,7,8,7,Male,Tier 2,Store,121575,0.7752745219000617,GenX,High,4.619999999999999
46,41336,4.3,5,3.7,6,3,45,9,34834,18452,2,8,7,4,1,7,2,1,4,7,5,Male,Tier 3,Online,53286,0.653717674436062,GenX,Low,4.26
66,18641,7.3,13,4.2,6,8,23,9,139492,20700,2,2,4,5,2,1,4,1,2,3,7,Male,Tier 2,Online,160192,0.8707800639232921,Silent,Low,6.5600000000000005
63,102132,9.9,11,1.2,9,3,19,12,76084,124021,5,0,4,10,9,4,9,7,9,6,8,Female,Tier 3,Store,200105,0.3802203842982434,Boomer,Lower-Mid,6.6
70,47959,4.2,8,2.1,4,7,49,9,9734,13255,9,1,2,5,10,1,2,2,2,10,3,Female,Tier 1,Online,22989,0.42341989647222583,Silent,Low,4.3
48,159378,4.5,2,4.9,7,1,0,5,40834,117094,2,4,7,2,1,8,10,5,2,5,4,Male,Tier 2,Store,157928,0.25856086317815713,GenX,Upper-Mid,4.38
52,192254,3.1,14,2.0,3,4,22,13,114999,96553,8,9,6,2,4,3,8,10,7,3,10,Male,Tier 2,Store,211552,0.5435968461654818,Boomer,Upper-Mid,3.04
77,89123,6.3,7,3.7,8,4,32,4,56566,126605,3,4,5,1,6,10,6,10,4,9,4,Male,Tier 2,Store,183171,0.30881526005754184,Silent,Lower-Mid,5.66
50,202398,6.2,5,0.0,2,9,16,12,144030,41589,3,2,2,1,8,2,3,8,10,9,2,Female,Tier 3,Store,185619,0.7759442729461963,GenX,Upper-Mid,4.68
69,242967,5.5,4,0.4,2,1,1,7,71720,49236,2,5,4,2,6,10,2,2,3,10,3,Other,Tier 2,Store,120956,0.5929428883230266,Silent,High,2.88
78,36498,6.0,10,3.8,5,9,30,8,26937,56719,4,3,6,7,3,1,7,7,7,5,7,Female,Tier 1,Store,83656,0.3219972267380702,Silent,Low,5.96
38,85198,3.9,13,2.3,1,10,30,19,90098,56834,7,1,4,5,7,10,3,2,9,10,7,Male,Tier 2,Store,146932,0.6131952195573462,GenX,Lower-Mid,4.220000000000001
49,248702,2.7,6,3.5,1,8,15,9,47200,66629,5,3,3,5,6,1,3,8,8,10,7,Male,Tier 1,Store,113829,0.4146570733292922,GenX,High,3.5799999999999996
40,42197,4.5,5,1.7,3,10,36,0,110181,9178,3,4,3,1,1,10,6,8,10,6,9,Other,Tier 2,Online,119359,0.9231059241448069,GenX,Low,4.74
50,166791,2.2,6,0.3,6,6,36,4,26108,77722,8,5,2,8,3,7,5,8,6,10,6,Other,Tier 3,Store,103830,0.25144948473466244,GenX,Upper-Mid,3.34
20,236273,4.2,9,2.6,10,4,6,19,87333,3007,8,0,3,1,5,4,8,7,10,1,1,Female,Tier 2,Hybrid,90340,0.9667146336063759,GenZ,High,5.0
35,123775,6.6,1,0.7,6,6,35,3,49064,147201,8,6,3,10,2,8,1,2,7,1,1,Other,Tier 3,Store,196265,0.24998853590808345,Millennial,Middle,5.18
42,40032,6.1,13,2.7,8,6,0,0,5968,117308,4,0,3,5,1,8,6,3,1,2,9,Male,Tier 2,Store,123276,0.048411694084817804,GenX,Low,5.779999999999999
59,74624,2.5,11,1.2,7,2,29,18,58785,74785,3,3,1,8,10,4,8,10,8,9,4,Male,Tier 1,Store,133570,0.44010631129744704,Boomer,Lower-Mid,3.04
48,93177,8.1,1,3.3,1,7,17,18,111955,134939,8,9,5,2,4,9,7,7,6,8,4,Female,Tier 1,Store,246894,0.4534537088791141,GenX,Lower-Mid,5.5
71,56964,5.6,13,2.1,1,9,41,14,1259,24750,6,3,5,6,7,2,9,5,10,6,7,Other,Tier 2,Store,26009,0.04840632088892306,Silent,Low,4.66
75,176100,3.4,6,2.1,4,8,38,10,133201,45325,7,0,5,4,1,10,3,7,10,6,6,Other,Tier 3,Store,178526,0.7461154117607519,Silent,Upper-Mid,4.180000000000001
20,126030,5.3,2,2.9,1,3,25,4,51535,58371,1,8,5,6,7,1,8,5,1,8,4,Female,Tier 3,Store,109906,0.4689006969592197,GenZ,Middle,3.5
57,69646,4.8,8,3.7,1,8,10,2,138957,139125,10,8,7,2,1,8,1,1,1,5,7,Other,Tier 1,Store,278082,0.4996979308261592,Boomer,Lower-Mid,4.46
63,96187,4.3,7,2.7,10,4,0,16,98885,70852,6,2,4,7,5,2,3,4,7,1,5,Female,Tier 1,Store,169737,0.5825777526408502,Boomer,Lower-Mid,5.0600000000000005
41,154608,7.6,6,4.8,1,10,37,15,88935,100402,3,3,3,1,5,2,7,5,1,2,2,Male,Tier 1,Store,189337,0.46971801602433755,GenX,Upper-Mid,6.2
67,132399,3.8,4,4.8,3,1,4,7,23494,142220,7,0,4,2,2,2,4,1,9,8,2,Female,Tier 3,Store,165714,0.14177438236962478,Silent,Middle,3.28
49,71747,6.4,9,1.6,10,3,21,19,72022,46518,3,0,5,6,5,5,5,9,1,1,5,Other,Tier 3,Store,118540,0.6075755019402733,GenX,Lower-Mid,5.48
64,60712,3.3,7,1.0,2,1,12,2,22587,43993,2,2,5,5,6,5,8,2,10,6,3,Other,Tier 2,Store,66580,0.3392460198257735,Boomer,Low,2.12
39,152345,5.9,7,0.9,10,5,16,11,136676,116566,3,4,2,6,3,4,10,5,3,6,2,Male,Tier 1,Store,253242,0.5397051042086226,GenX,Middle,5.54
40,86820,6.5,5,4.8,8,10,49,7,107854,93174,10,8,7,1,1,6,3,1,3,4,8,Female,Tier 3,Store,201028,0.536512326641065,GenX,Lower-Mid,7.159999999999999
19,140342,6.5,1,0.9,7,9,6,14,29016,67214,7,8,7,1,2,9,8,1,4,5,4,Female,Tier 2,Store,96230,0.3015275901486023,GenZ,Middle,5.9799999999999995
44,106228,6.2,14,2.0,10,7,37,10,41629,46100,1,1,7,6,6,5,3,1,3,6,2,Female,Tier 2,Store,87729,0.47451811829611645,GenX,Lower-Mid,6.279999999999999
59,89353,5.5,14,2.5,8,3,6,12,105851,99656,9,9,7,3,3,6,4,9,9,5,5,Female,Tier 2,Store,205507,0.5150724792829441,Boomer,Lower-Mid,4.9
19,240563,3.9,2,4.8,4,7,11,7,53421,136149,8,4,7,7,3,1,9,5,5,2,8,Female,Tier 3,Store,189570,0.28180091786675104,GenZ,High,4.720000000000001
43,107091,3.9,8,0.8,9,8,37,12,79459,19723,9,9,6,4,1,5,6,7,9,6,2,Female,Tier 2,Hybrid,99182,0.8011433526244681,GenX,Lower-Mid,5.12
34,100914,6.6,11,3.9,5,4,22,15,131795,145021,3,2,2,10,6,6,3,3,6,4,2,Other,Tier 2,Store,276816,0.47611048494306685,Millennial,Lower-Mid,5.22
57,196902,3.5,5,2.5,7,3,47,17,142534,48783,9,5,2,7,4,1,6,8,10,4,6,Male,Tier 3,Store,191317,0.7450148183381509,Boomer,Upper-Mid,3.9
50,121718,3.0,2,2.3,4,2,7,15,91095,45405,3,2,4,5,3,7,1,4,4,6,1,Male,Tier 1,Store,136500,0.6673626373626373,GenX,Middle,2.8600000000000003
26,163199,8.9,12,2.5,1,8,14,12,8599,44450,5,1,3,7,5,4,2,7,2,8,3,Female,Tier 2,Store,53049,0.162095421214349,Millennial,Upper-Mid,5.86
60,229560,5.5,5,1.6,8,3,29,13,121859,34048,5,9,3,10,4,6,6,8,6,4,2,Male,Tier 2,Store,155907,0.7816133977306984,Boomer,High,4.720000000000001
71,26539,7.3,8,2.0,9,7,8,7,109897,115262,9,2,2,3,2,5,5,3,6,5,3,Male,Tier 2,Store,225159,0.4880861968653263,Silent,Low,6.5200000000000005
65,192833,7.7,4,1.6,9,2,44,19,83409,51517,1,1,5,8,9,4,4,3,6,4,2,Other,Tier 1,Store,134926,0.6181833004758164,Boomer,Upper-Mid,5.6
56,61219,6.1,3,0.8,10,5,20,1,46222,8464,2,0,5,7,7,5,2,3,5,10,1,Male,Tier 3,Online,54686,0.8452254690414366,Boomer,Lower-Mid,5.6
46,160764,5.2,5,1.0,8,5,43,19,78901,117471,6,6,7,5,4,3,9,6,10,5,5,Male,Tier 3,Store,196372,0.4017935347198175,GenX,Upper-Mid,4.88
59,229728,5.3,13,4.0,1,9,13,7,73630,109505,5,5,5,3,4,9,2,10,8,6,3,Other,Tier 3,Store,183135,0.40205313020449396,Boomer,High,4.92
72,28334,9.2,7,2.0,3,8,7,5,26250,99660,4,3,6,10,5,1,1,5,8,8,10,Female,Tier 1,Store,125910,0.20848224922563735,Silent,Low,6.279999999999999
43,174687,4.9,2,3.4,5,8,46,12,77850,47738,3,2,1,10,4,9,5,9,4,1,9,Male,Tier 3,Store,125588,0.6198840653565627,GenX,Upper-Mid,5.24
52,22903,6.4,1,2.3,7,10,35,2,81756,143547,1,5,7,5,1,5,1,4,4,1,3,Female,Tier 3,Store,225303,0.3628713332711948,Boomer,Low,6.42
67,174599,7.4,13,2.2,8,2,8,6,88492,143192,9,3,4,1,4,7,5,4,1,4,9,Other,Tier 3,Store,231684,0.3819512784654961,Silent,Upper-Mid,5.4
42,161701,6.5,11,2.4,1,2,25,5,20130,81901,1,5,1,8,10,10,3,4,9,9,10,Male,Tier 1,Store,102031,0.19729297958463604,GenX,Upper-Mid,3.6799999999999997
41,73008,8.2,5,3.4,5,10,19,4,71441,137536,7,8,4,6,10,7,2,2,8,9,6,Male,Tier 2,Store,208977,0.34186058752877113,GenX,Lower-Mid,6.959999999999999
30,229348,5.2,13,1.6,3,7,37,15,136767,31770,5,6,6,4,5,4,1,9,10,1,5,Male,Tier 1,Store,168537,0.8114953986365012,Millennial,High,4.4
77,114318,7.3,13,2.3,7,4,5,2,114739,7055,2,2,5,4,6,10,9,4,7,8,6,Other,Tier 2,Online,121794,0.9420743222162011,Silent,Middle,5.58
75,172780,2.4,7,3.7,6,3,33,4,48431,36012,4,3,4,10,7,2,10,1,4,9,4,Other,Tier 2,Store,84443,0.5735348104638632,Silent,Upper-Mid,3.5
24,156932,8.7,13,3.9,1,3,22,2,5017,67513,10,8,4,1,2,1,4,6,7,7,3,Male,Tier 2,Store,72530,0.06917137736109197,GenZ,Upper-Mid,5.06
74,163510,8.2,8,4.4,2,7,38,14,129456,84610,2,5,3,1,1,10,3,9,1,1,8,Male,Tier 2,Store,214066,0.604748068352751,Silent,Upper-Mid,5.959999999999999
53,82300,5.4,11,1.2,5,1,32,1,36563,135382,7,1,4,8,5,7,7,7,8,3,3,Female,Tier 2,Store,171945,0.21264357788827823,Boomer,Lower-Mid,3.6
62,144263,6.9,8,1.7,5,4,20,14,106533,59816,4,9,3,6,6,2,4,9,3,9,5,Female,Tier 1,Store,166349,0.6404186379238829,Boomer,Middle,4.9
37,217617,7.8,10,2.2,1,6,40,12,98566,61682,8,7,5,4,5,2,4,3,7,6,2,Other,Tier 2,Store,160248,0.6150841196145974,GenX,High,4.96
18,35842,3.9,9,0.8,4,9,25,1,74040,138543,1,2,1,3,4,6,3,6,1,6,6,Female,Tier 3,Store,212583,0.34828749241472745,GenZ,Low,4.32
25,206285,5.7,11,3.6,9,1,4,17,57505,84021,9,2,3,1,2,5,7,8,5,7,3,Female,Tier 2,Store,141526,0.4063211000098922,GenZ,High,5.0
63,57372,3.4,11,2.9,9,1,8,9,99122,68510,8,4,1,9,3,5,3,3,10,6,9,Female,Tier 3,Store,167632,0.5913071489930324,Boomer,Low,3.94
33,129316,8.3,12,2.3,5,2,44,3,55974,146709,7,8,3,10,2,2,8,5,8,4,1,Male,Tier 2,Store,202683,0.27616524326164504,Millennial,Middle,5.180000000000001
31,113971,7.6,1,3.8,7,7,32,1,120531,117647,8,9,7,3,10,7,4,5,6,1,9,Male,Tier 3,Store,238178,0.5060542955268749,Millennial,Middle,6.6
29,214978,5.4,7,1.5,2,7,24,19,23667,44280,4,6,2,7,5,8,9,8,7,4,7,Female,Tier 1,Store,67947,0.34831559892268976,Millennial,High,4.26
68,53744,5.2,10,4.0,1,5,46,13,148981,52739,7,7,1,4,4,1,1,6,4,1,5,Male,Tier 2,Store,201720,0.7385534404124529,Silent,Low,4.08
40,131082,5.7,8,4.8,2,4,16,2,2988,99097,5,6,3,8,1,4,1,5,10,4,6,Male,Tier 3,Store,102085,0.029269726208551696,GenX,Middle,4.4399999999999995
32,72442,4.2,6,2.9,4,10,39,11,45705,111325,7,7,3,8,9,9,7,4,5,7,9,Female,Tier 2,Store,157030,0.29105903330573774,Millennial,Lower-Mid,5.06
45,144070,5.7,10,2.5,6,6,46,4,132659,66646,5,7,2,5,7,10,1,1,9,4,1,Female,Tier 2,Store,199305,0.6656079877574571,GenX,Middle,5.18
51,100990,3.9,14,2.7,3,8,18,1,122948,9121,2,1,3,10,10,6,2,2,1,5,1,Other,Tier 1,Online,132069,0.9309376159431813,Boomer,Lower-Mid,4.3
19,136670,7.8,12,0.7,2,7,10,13,97690,111775,10,1,3,3,7,1,8,4,10,7,10,Female,Tier 2,Store,209465,0.4663786312749147,GenZ,Middle,5.0600000000000005
49,121917,8.3,4,2.2,7,2,7,4,17482,98040,10,8,5,5,1,6,7,7,4,3,10,Male,Tier 1,Store,115522,0.1513304825054968,GenX,Middle,5.5600000000000005
40,249975,7.9,7,5.2,8,2,5,6,44093,97953,5,3,3,2,5,5,9,9,9,5,9,Male,Tier 3,Store,142046,0.3104135280120524,GenX,High,6.2
39,18650,3.6,3,5.3,9,6,5,14,90032,106727,3,5,2,10,4,8,2,3,4,3,3,Other,Tier 2,Store,196759,0.4575750029223568,GenX,Low,5.5
68,60117,5.6,2,2.6,10,1,7,18,144815,101098,5,6,1,6,2,6,8,8,3,9,6,Female,Tier 1,Store,245913,0.5888871267480775,Silent,Low,4.96
42,106244,7.2,6,1.8,8,5,23,18,30641,76084,5,0,6,7,2,3,10,1,2,8,6,Female,Tier 2,Store,106725,0.2871023658936519,GenX,Lower-Mid,5.84
75,198844,7.5,2,3.8,2,1,18,16,144923,18704,6,7,5,6,8,6,10,7,4,9,8,Other,Tier 1,Store,163627,0.8856912367763267,Silent,Upper-Mid,4.36
79,18190,2.3,6,2.5,3,7,40,15,139415,34293,8,0,4,9,1,2,4,1,6,4,8,Other,Tier 2,Store,173708,0.8025824947613236,Silent,Low,3.4200000000000004
78,63113,7.5,10,3.7,1,3,26,7,145562,124210,8,9,6,5,8,4,4,2,4,10,8,Female,Tier 1,Store,269772,0.5395741589193838,Silent,Lower-Mid,4.54
39,154861,3.5,3,1.5,1,9,19,12,25194,130199,2,7,7,8,9,1,3,1,9,9,9,Male,Tier 1,Store,155393,0.162130855315233,GenX,Upper-Mid,3.7
75,47125,5.7,14,2.9,6,5,23,10,126351,64665,6,0,1,9,10,2,1,6,6,4,10,Male,Tier 3,Store,191016,0.661468149264983,Silent,Low,5.06
75,244767,8.5,2,2.0,3,1,37,0,27115,136421,8,1,3,10,5,6,10,7,4,3,5,Other,Tier 3,Store,163536,0.16580447118677233,Silent,High,4.6
39,145000,8.2,13,2.5,4,10,4,17,66963,88139,10,1,4,6,1,4,2,1,2,2,8,Male,Tier 2,Store,155102,0.43173524519348555,GenX,Middle,6.58
66,163531,8.7,8,1.8,10,4,15,6,84258,84731,2,3,2,5,2,10,8,8,5,7,3,Other,Tier 1,Store,168989,0.498600500624301,Silent,Upper-Mid,6.639999999999999
69,181490,3.9,4,2.3,8,8,38,19,14027,58383,5,1,4,4,6,8,2,8,10,3,10,Female,Tier 2,Store,72410,0.19371633752244166,Silent,Upper-Mid,5.220000000000001
59,126904,4.4,12,2.9,5,7,32,2,39304,23927,2,5,7,3,1,10,1,1,10,4,4,Other,Tier 1,Online,63231,0.6215938384653097,Boomer,Middle,4.74
23,193157,4.9,14,3.4,6,6,9,19,137542,128409,10,6,2,7,1,8,7,2,2,8,9,Female,Tier 3,Store,265951,0.5171704562118585,GenZ,Upper-Mid,5.04
32,33768,5.7,4,2.3,9,9,4,15,82579,42565,2,0,1,10,4,10,8,5,1,5,1,Male,Tier 1,Store,125144,0.659871827654542,Millennial,Low,6.34
71,196033,6.4,7,4.4,2,4,18,3,51477,17843,3,1,1,2,3,5,6,7,4,9,5,Other,Tier 2,Store,69320,0.742599538372764,Silent,Upper-Mid,4.640000000000001
60,96099,8.6,8,0.8,3,10,40,12,78759,7394,5,6,5,3,8,8,2,2,3,8,10,Male,Tier 1,Online,86153,0.9141759427994383,Boomer,Lower-Mid,6.2
77,173957,4.1,12,0.6,5,1,20,0,21317,90476,6,2,5,10,8,4,9,4,1,4,9,Female,Tier 2,Store,111793,0.19068277978048714,Silent,Upper-Mid,2.96
54,102421,4.7,13,1.7,2,10,2,0,74494,22331,5,4,3,3,1,7,10,4,4,7,10,Other,Tier 3,Hybrid,96825,0.7693674154402272,Boomer,Lower-Mid,4.619999999999999
50,207154,8.8,9,2.5,8,6,27,11,54078,145330,8,1,3,10,4,6,10,3,7,9,9,Male,Tier 2,Store,199408,0.2711927304822274,GenX,High,6.82
25,21895,3.7,10,4.6,2,4,40,12,52549,103776,7,2,3,2,6,5,8,9,6,4,8,Female,Tier 1,Store,156325,0.3361522469214777,GenZ,Low,3.6
70,196383,7.5,8,2.3,4,1,18,6,119028,15254,5,9,7,2,5,5,8,2,7,2,10,Female,Tier 1,Hybrid,134282,0.8864032409407069,Silent,Upper-Mid,4.46
77,235566,5.8,14,1.3,3,10,15,2,116252,8644,8,5,7,5,7,5,1,5,3,2,8,Other,Tier 1,Online,124896,0.9307904176274661,Silent,High,5.180000000000001
61,213139,6.8,4,1.7,4,3,1,3,4969,118038,4,6,4,8,6,3,1,8,7,4,2,Other,Tier 1,Store,123007,0.040396075020120804,Boomer,High,4.46
61,86017,4.4,2,2.6,4,1,7,0,102852,66727,4,3,5,2,8,7,7,8,10,8,3,Other,Tier 3,Store,169579,0.6065137782390508,Boomer,Lower-Mid,3.2800000000000002
22,38932,7.4,10,1.1,6,5,45,17,95359,140677,6,9,6,6,2,3,6,2,3,6,8,Male,Tier 3,Store,236036,0.4040019319086919,GenZ,Low,5.380000000000001
56,36360,4.7,5,5.0,10,8,37,4,89268,12127,5,7,1,6,8,5,3,5,6,4,1,Female,Tier 1,Online,101395,0.8803984417377583,Boomer,Low,6.4799999999999995
